SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
λόγου,urn:cite:fuSyntax:0085003tokens.2897298_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:783.7,urn:cite:fuSyntax:0085003sentences.2897298,5022,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897298_16,λόγοσ
πλάνην,urn:cite:fuSyntax:0085003tokens.2897299_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:784.7,urn:cite:fuSyntax:0085003sentences.2897299,5030,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897299_4,πλάνη1
Ἰοῖ,urn:cite:fuSyntax:0085003tokens.2897302_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:788.4,urn:cite:fuSyntax:0085003sentences.2897302,5057,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2897302_8,Ἰώ
πλάνην,urn:cite:fuSyntax:0085003tokens.2897302_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:788.7,urn:cite:fuSyntax:0085003sentences.2897302,5060,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897302_8,πλάνη1
δέλτοις,urn:cite:fuSyntax:0085003tokens.2897302_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:789.5,urn:cite:fuSyntax:0085003sentences.2897302,5067,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897302_11,δέλτοσ
φρενῶν,urn:cite:fuSyntax:0085003tokens.2897302_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:789.6,urn:cite:fuSyntax:0085003sentences.2897302,5068,n-p---fg-,urn:cite:fuSyntax:0085003tokens.2897302_14,φρήν1
ῥεῖθρον,urn:cite:fuSyntax:0085003tokens.2897303_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:790.3,urn:cite:fuSyntax:0085003sentences.2897303,5072,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897303_2,ῥεῖθρον1
ἠπείροιν,urn:cite:fuSyntax:0085003tokens.2897303_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:790.4,urn:cite:fuSyntax:0085003sentences.2897303,5073,n-d---fg-,urn:cite:fuSyntax:0085003tokens.2897303_5,ἤπειροσ
ὅρον,urn:cite:fuSyntax:0085003tokens.2897303_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:790.5,urn:cite:fuSyntax:0085003sentences.2897303,5074,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897303_3,ὅροσ
ἀντολὰς,urn:cite:fuSyntax:0085003tokens.2897303_8,790a-2,urn:cite:fuSyntax:0085003sentences.2897303,5077,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897303_7,ἀνατολή1
φλογῶπας,urn:cite:fuSyntax:0085003tokens.2897303_9,790a-3,urn:cite:fuSyntax:0085003sentences.2897303,5078,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897303_8,φλογώψ1
πόντου,urn:cite:fuSyntax:0085003tokens.2897303_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:792.1,urn:cite:fuSyntax:0085003sentences.2897303,5080,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897303_13,πόντοσ
φλοῖσβον,urn:cite:fuSyntax:0085003tokens.2897303_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:792.3,urn:cite:fuSyntax:0085003sentences.2897303,5082,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897303_12,φλοῖσβοσ
πεδία,urn:cite:fuSyntax:0085003tokens.2897303_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:793.3,urn:cite:fuSyntax:0085003sentences.2897303,5089,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897303_18,πεδίον1
Κισθήνης,urn:cite:fuSyntax:0085003tokens.2897303_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:793.4,urn:cite:fuSyntax:0085003sentences.2897303,5090,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897303_20,Κισθήνη
Φορκίδες,urn:cite:fuSyntax:0085003tokens.2897303_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:794.2,urn:cite:fuSyntax:0085003sentences.2897303,5094,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897303_28,Φορκίδεσ
κόραι,urn:cite:fuSyntax:0085003tokens.2897303_28,urn:cts:greekLit:tlg0085.tlg003.fuSyn:794.5,urn:cite:fuSyntax:0085003sentences.2897303,5097,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897303_26,κόρη1
ὄμμ᾽,urn:cite:fuSyntax:0085003tokens.2897303_33,urn:cts:greekLit:tlg0085.tlg003.fuSyn:795.5,urn:cite:fuSyntax:0085003sentences.2897303,5102,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897303_34,ὄμμα1
ἥλιος,urn:cite:fuSyntax:0085003tokens.2897303_40,urn:cts:greekLit:tlg0085.tlg003.fuSyn:796.5,urn:cite:fuSyntax:0085003sentences.2897303,5109,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897303_43,ἥλιοσ
ἀκτῖσιν,urn:cite:fuSyntax:0085003tokens.2897303_42,urn:cts:greekLit:tlg0085.tlg003.fuSyn:797.1,urn:cite:fuSyntax:0085003sentences.2897303,5111,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897303_41,ἀκτίσ
μήνη,urn:cite:fuSyntax:0085003tokens.2897303_46,urn:cts:greekLit:tlg0085.tlg003.fuSyn:797.5,urn:cite:fuSyntax:0085003sentences.2897303,5115,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897303_43,μήνη1
ἀδελφαὶ,urn:cite:fuSyntax:0085003tokens.2897304_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:798.3,urn:cite:fuSyntax:0085003sentences.2897304,5120,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897304_7,ἀδελφή1
Γοργόνες,urn:cite:fuSyntax:0085003tokens.2897304_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:799.2,urn:cite:fuSyntax:0085003sentences.2897304,5126,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897304_7,Γοργώ
πνοάς,urn:cite:fuSyntax:0085003tokens.2897304_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:800.6,urn:cite:fuSyntax:0085003sentences.2897304,5134,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897304_16,πνοή1
φρούριον,urn:cite:fuSyntax:0085003tokens.2897305_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:801.5,urn:cite:fuSyntax:0085003sentences.2897305,5140,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897305_4,φρούριον1
θεωρίαν,urn:cite:fuSyntax:0085003tokens.2897306_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:802.5,urn:cite:fuSyntax:0085003sentences.2897306,5147,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897306_3,θεωρία1
Ζηνὸς,urn:cite:fuSyntax:0085003tokens.2897307_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:803.3,urn:cite:fuSyntax:0085003sentences.2897307,5151,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897307_5,Ζεύσ
κύνας,urn:cite:fuSyntax:0085003tokens.2897307_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:803.5,urn:cite:fuSyntax:0085003sentences.2897307,5153,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897307_6,κύων1
γρῦπας,urn:cite:fuSyntax:0085003tokens.2897307_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:804.1,urn:cite:fuSyntax:0085003sentences.2897307,5154,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897307_10,γρύψ1
μουνῶπα,urn:cite:fuSyntax:0085003tokens.2897307_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:804.6,urn:cite:fuSyntax:0085003sentences.2897307,5159,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897307_12,μονώψ1
στρατὸν,urn:cite:fuSyntax:0085003tokens.2897307_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:804.7,urn:cite:fuSyntax:0085003sentences.2897307,5160,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897307_10,στρατόσ
νᾶμα,urn:cite:fuSyntax:0085003tokens.2897307_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:806.3,urn:cite:fuSyntax:0085003sentences.2897307,5168,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897307_19,νᾶμα1
Πλούτωνος,urn:cite:fuSyntax:0085003tokens.2897307_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:806.4,urn:cite:fuSyntax:0085003sentences.2897307,5169,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897307_22,Πλούτων1
πόρου,urn:cite:fuSyntax:0085003tokens.2897307_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:806.5,urn:cite:fuSyntax:0085003sentences.2897307,5170,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897307_20,πόροσ
γῆν,urn:cite:fuSyntax:0085003tokens.2897309_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:807.8,urn:cite:fuSyntax:0085003sentences.2897309,5179,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897309_5,γῆ1
φῦλον,urn:cite:fuSyntax:0085003tokens.2897309_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:808.4,urn:cite:fuSyntax:0085003sentences.2897309,5183,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897309_5,φῦλον1
ἡλίου,urn:cite:fuSyntax:0085003tokens.2897309_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:808.8,urn:cite:fuSyntax:0085003sentences.2897309,5187,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897309_13,ἥλιοσ
ποταμὸς,urn:cite:fuSyntax:0085003tokens.2897309_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:809.5,urn:cite:fuSyntax:0085003sentences.2897309,5192,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897309_13,ποταμόσ
Αἰθίοψ,urn:cite:fuSyntax:0085003tokens.2897309_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:809.6,urn:cite:fuSyntax:0085003sentences.2897309,5193,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897309_16,Αἰθίοψ1
ὄχθας,urn:cite:fuSyntax:0085003tokens.2897310_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:810.3,urn:cite:fuSyntax:0085003sentences.2897310,5197,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897310_2,ὄχθη1
καταβασμόν,urn:cite:fuSyntax:0085003tokens.2897310_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:811.1,urn:cite:fuSyntax:0085003sentences.2897310,5203,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897310_8,καταβασμόσ
ὀρῶν,urn:cite:fuSyntax:0085003tokens.2897310_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:811.5,urn:cite:fuSyntax:0085003sentences.2897310,5207,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897310_14,ὄροσ
Νεῖλος,urn:cite:fuSyntax:0085003tokens.2897310_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:812.3,urn:cite:fuSyntax:0085003sentences.2897310,5211,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897310_15,Νεῖλοσ
ῥέος,urn:cite:fuSyntax:0085003tokens.2897310_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:812.5,urn:cite:fuSyntax:0085003sentences.2897310,5213,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897310_15,ῥέοσ
χθόνα,urn:cite:fuSyntax:0085003tokens.2897311_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:813.7,urn:cite:fuSyntax:0085003sentences.2897311,5221,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897311_6,χθών1
ἀποικίαν,urn:cite:fuSyntax:0085003tokens.2897311_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:814.7,urn:cite:fuSyntax:0085003sentences.2897311,5228,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897311_23,ἀποικία1
Ἰοῖ,urn:cite:fuSyntax:0085003tokens.2897311_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:815.1,urn:cite:fuSyntax:0085003sentences.2897311,5230,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2897311_3,Ἰώ
τέκνοις,urn:cite:fuSyntax:0085003tokens.2897311_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:815.7,urn:cite:fuSyntax:0085003sentences.2897311,5236,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897311_21,τέκνον1
σχολὴ,urn:cite:fuSyntax:0085003tokens.2897313_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:818.1,urn:cite:fuSyntax:0085003sentences.2897313,5254,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897313_6,σχολή1
πλάνης,urn:cite:fuSyntax:0085003tokens.2897314_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:820.5,urn:cite:fuSyntax:0085003sentences.2897314,5273,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897314_3,πλάνη1
χάριν,urn:cite:fuSyntax:0085003tokens.2897315_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:821.10,urn:cite:fuSyntax:0085003sentences.2897315,5284,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897315_9,χάρισ
πορείας,urn:cite:fuSyntax:0085003tokens.2897316_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:823.3,urn:cite:fuSyntax:0085003sentences.2897316,5295,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897316_5,πορεία1
τέρμ᾽,urn:cite:fuSyntax:0085003tokens.2897316_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:823.5,urn:cite:fuSyntax:0085003sentences.2897316,5297,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897316_6,τέρμα1
τεκμήριον,urn:cite:fuSyntax:0085003tokens.2897317_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:826.1,urn:cite:fuSyntax:0085003sentences.2897317,5316,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897317_18,τεκμήριον1
μύθων,urn:cite:fuSyntax:0085003tokens.2897317_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:826.5,urn:cite:fuSyntax:0085003sentences.2897317,5320,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897317_17,μῦθοσ
ὄχλον,urn:cite:fuSyntax:0085003tokens.2897318_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:827.1,urn:cite:fuSyntax:0085003sentences.2897318,5323,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897318_6,ὄχλοσ
λόγων,urn:cite:fuSyntax:0085003tokens.2897318_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:827.7,urn:cite:fuSyntax:0085003sentences.2897318,5329,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897318_1,λόγοσ
τέρμα,urn:cite:fuSyntax:0085003tokens.2897318_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:828.5,urn:cite:fuSyntax:0085003sentences.2897318,5335,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897318_9,τέρμα1
πλανημάτων,urn:cite:fuSyntax:0085003tokens.2897318_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:828.7,urn:cite:fuSyntax:0085003sentences.2897318,5337,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897318_13,πλάνημα1
γάπεδα,urn:cite:fuSyntax:0085003tokens.2897319_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:829.6,urn:cite:fuSyntax:0085003sentences.2897319,5344,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897319_4,γήπεδον1
Δωδώνην,urn:cite:fuSyntax:0085003tokens.2897319_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:830.5,urn:cite:fuSyntax:0085003sentences.2897319,5350,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897319_11,Δωδώνη1
μαντεῖα,urn:cite:fuSyntax:0085003tokens.2897319_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:831.1,urn:cite:fuSyntax:0085003sentences.2897319,5353,n-p---nn-,urn:cite:fuSyntax:0085003tokens.2897319_17,μαντεῖον1
θᾶκός,urn:cite:fuSyntax:0085003tokens.2897319_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:831.2,urn:cite:fuSyntax:0085003sentences.2897319,5354,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897319_17,θᾶκοσ
Διός,urn:cite:fuSyntax:0085003tokens.2897319_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:831.6,urn:cite:fuSyntax:0085003sentences.2897319,5358,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897319_17,Ζεύσ
τέρας,urn:cite:fuSyntax:0085003tokens.2897319_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:832.1,urn:cite:fuSyntax:0085003sentences.2897319,5360,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897319_25,τέρασ
δρύες,urn:cite:fuSyntax:0085003tokens.2897319_28,urn:cts:greekLit:tlg0085.tlg003.fuSyn:832.7,urn:cite:fuSyntax:0085003sentences.2897319,5366,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897319_25,δρῦσ
Διὸς,urn:cite:fuSyntax:0085003tokens.2897319_38,urn:cts:greekLit:tlg0085.tlg003.fuSyn:834.3,urn:cite:fuSyntax:0085003sentences.2897319,5376,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897319_40,Ζεύσ
δάμαρ,urn:cite:fuSyntax:0085003tokens.2897319_40,urn:cts:greekLit:tlg0085.tlg003.fuSyn:834.5,urn:cite:fuSyntax:0085003sentences.2897319,5378,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897319_42,δάμαρ1
κέλευθον,urn:cite:fuSyntax:0085003tokens.2897321_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:837.1,urn:cite:fuSyntax:0085003sentences.2897321,5391,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897321_6,κέλευθοσ
κόλπον,urn:cite:fuSyntax:0085003tokens.2897321_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:837.5,urn:cite:fuSyntax:0085003sentences.2897321,5395,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897321_7,κόλποσ
Ῥέας,urn:cite:fuSyntax:0085003tokens.2897321_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:837.6,urn:cite:fuSyntax:0085003sentences.2897321,5396,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897321_9,Ῥέα1
δρόμοις,urn:cite:fuSyntax:0085003tokens.2897321_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:838.5,urn:cite:fuSyntax:0085003sentences.2897321,5402,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897321_15,δρόμοσ
χρόνον,urn:cite:fuSyntax:0085003tokens.2897322_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:839.1,urn:cite:fuSyntax:0085003sentences.2897322,5404,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897322_12,χρόνοσ
μυχός,urn:cite:fuSyntax:0085003tokens.2897322_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:839.6,urn:cite:fuSyntax:0085003sentences.2897322,5409,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897322_12,μυχόσ
πορείας,urn:cite:fuSyntax:0085003tokens.2897322_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:841.3,urn:cite:fuSyntax:0085003sentences.2897322,5419,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897322_17,πορεία1
μνῆμα,urn:cite:fuSyntax:0085003tokens.2897322_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:841.4,urn:cite:fuSyntax:0085003sentences.2897322,5420,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897322_11,μνῆμα1
βροτοῖς,urn:cite:fuSyntax:0085003tokens.2897322_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:841.7,urn:cite:fuSyntax:0085003sentences.2897322,5423,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897322_17,βροτόσ
σημεῖά,urn:cite:fuSyntax:0085003tokens.2897323_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:842.1,urn:cite:fuSyntax:0085003sentences.2897323,5425,n-p---nn-,urn:cite:fuSyntax:0085003tokens.2897323_4,σημεῖον1
φρενός,urn:cite:fuSyntax:0085003tokens.2897323_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:842.7,urn:cite:fuSyntax:0085003sentences.2897323,5431,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897323_8,φρήν
λόγων,urn:cite:fuSyntax:0085003tokens.2897324_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:845.6,urn:cite:fuSyntax:0085003sentences.2897324,5455,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897324_12,λόγοσ
ἴχνος,urn:cite:fuSyntax:0085003tokens.2897324_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:845.7,urn:cite:fuSyntax:0085003sentences.2897324,5456,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897324_11,ἴχνοσ
πόλις,urn:cite:fuSyntax:0085003tokens.2897325_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:846.2,urn:cite:fuSyntax:0085003sentences.2897325,5459,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897325_1,πόλισ
Κάνωβος,urn:cite:fuSyntax:0085003tokens.2897325_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:846.3,urn:cite:fuSyntax:0085003sentences.2897325,5460,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897325_2,Κάνωβοσ
χθονός,urn:cite:fuSyntax:0085003tokens.2897325_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:846.5,urn:cite:fuSyntax:0085003sentences.2897325,5462,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897325_4,χθών1
Νείλου,urn:cite:fuSyntax:0085003tokens.2897325_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:847.1,urn:cite:fuSyntax:0085003sentences.2897325,5464,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897325_11,Νεῖλοσ
στόματι,urn:cite:fuSyntax:0085003tokens.2897325_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:847.4,urn:cite:fuSyntax:0085003sentences.2897325,5467,n-s---nd-,urn:cite:fuSyntax:0085003tokens.2897325_11,στόμα1
προσχώματι,urn:cite:fuSyntax:0085003tokens.2897325_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:847.6,urn:cite:fuSyntax:0085003sentences.2897325,5469,n-s---nd-,urn:cite:fuSyntax:0085003tokens.2897325_11,πρόσχωμα1
Ζεὺς,urn:cite:fuSyntax:0085003tokens.2897326_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:848.4,urn:cite:fuSyntax:0085003sentences.2897326,5474,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897326_5,Ζεύσ
χειρὶ,urn:cite:fuSyntax:0085003tokens.2897326_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:849.3,urn:cite:fuSyntax:0085003sentences.2897326,5479,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897326_7,χείρ1
Διὸς,urn:cite:fuSyntax:0085003tokens.2897327_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:850.4,urn:cite:fuSyntax:0085003sentences.2897327,5487,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897327_5,Ζεύσ
γεννημάτων,urn:cite:fuSyntax:0085003tokens.2897327_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:850.5,urn:cite:fuSyntax:0085003sentences.2897327,5488,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897327_1,γέννημα1
Ἔπαφον,urn:cite:fuSyntax:0085003tokens.2897327_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:851.3,urn:cite:fuSyntax:0085003sentences.2897327,5491,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897327_6,Ἔπαφοσ
Νεῖλος,urn:cite:fuSyntax:0085003tokens.2897327_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:852.3,urn:cite:fuSyntax:0085003sentences.2897327,5497,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897327_15,Νεῖλοσ
χθόνα,urn:cite:fuSyntax:0085003tokens.2897327_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:852.5,urn:cite:fuSyntax:0085003sentences.2897327,5499,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897327_11,χθών1
γέννα,urn:cite:fuSyntax:0085003tokens.2897328_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:853.5,urn:cite:fuSyntax:0085003sentences.2897328,5505,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897328_12,γέννα1
πεντηκοντάπαις,urn:cite:fuSyntax:0085003tokens.2897328_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:853.6,urn:cite:fuSyntax:0085003sentences.2897328,5506,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897328_5,πεντηκοντάπαισ
Ἄργος,urn:cite:fuSyntax:0085003tokens.2897328_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:854.3,urn:cite:fuSyntax:0085003sentences.2897328,5509,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897328_8,Ἄργοσ
γάμον,urn:cite:fuSyntax:0085003tokens.2897328_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:855.5,urn:cite:fuSyntax:0085003sentences.2897328,5517,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897328_15,γάμοσ
ἀνεψιῶν,urn:cite:fuSyntax:0085003tokens.2897328_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:856.1,urn:cite:fuSyntax:0085003sentences.2897328,5518,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897328_17,ἀνεψιόσ
φρένας,urn:cite:fuSyntax:0085003tokens.2897329_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:856.6,urn:cite:fuSyntax:0085003sentences.2897329,5523,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897329_3,φρήν1
κίρκοι,urn:cite:fuSyntax:0085003tokens.2897329_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:857.1,urn:cite:fuSyntax:0085003sentences.2897329,5525,n-p---mn-,urn:cite:fuSyntax:0085003tokens.2897329_5,κίρκοσ
πελειῶν,urn:cite:fuSyntax:0085003tokens.2897329_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:857.2,urn:cite:fuSyntax:0085003sentences.2897329,5526,n-p---fg-,urn:cite:fuSyntax:0085003tokens.2897329_10,πέλεια1
γάμους,urn:cite:fuSyntax:0085003tokens.2897329_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:859.1,urn:cite:fuSyntax:0085003sentences.2897329,5535,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897329_13,γάμοσ
φθόνον,urn:cite:fuSyntax:0085003tokens.2897329_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:859.3,urn:cite:fuSyntax:0085003sentences.2897329,5537,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897329_21,φθόνοσ
