SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
πόντιος,urn:cite:fuSyntax:0085003tokens.2897322_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:839.5,urn:cite:fuSyntax:0085003sentences.2897322,5408,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897322_6,πόντιοσ
Ἰόνιος,urn:cite:fuSyntax:0085003tokens.2897322_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:840.4,urn:cite:fuSyntax:0085003sentences.2897322,5414,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897322_12,Ἰόνιοσ
σῆς,urn:cite:fuSyntax:0085003tokens.2897322_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:841.2,urn:cite:fuSyntax:0085003sentences.2897322,5418,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897322_16,σόσ
πᾶσιν,urn:cite:fuSyntax:0085003tokens.2897322_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:841.6,urn:cite:fuSyntax:0085003sentences.2897322,5422,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897322_20,πᾶσ
ἐμῆς,urn:cite:fuSyntax:0085003tokens.2897323_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:842.6,urn:cite:fuSyntax:0085003sentences.2897323,5430,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897323_7,ἐμόσ
πλέον,urn:cite:fuSyntax:0085003tokens.2897323_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:843.3,urn:cite:fuSyntax:0085003sentences.2897323,5435,a-s---nac,urn:cite:fuSyntax:0085003tokens.2897323_10,πλείων1
λοιπὰ,urn:cite:fuSyntax:0085003tokens.2897324_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:844.2,urn:cite:fuSyntax:0085003sentences.2897324,5441,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897324_9,λοιπόσ
κοινὸν,urn:cite:fuSyntax:0085003tokens.2897324_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:844.8,urn:cite:fuSyntax:0085003sentences.2897324,5447,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897324_7,κοινόσ
ταὐτὸν,urn:cite:fuSyntax:0085003tokens.2897324_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:845.2,urn:cite:fuSyntax:0085003sentences.2897324,5451,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897324_17,ταὐτόσ
ἐσχάτη,urn:cite:fuSyntax:0085003tokens.2897325_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:846.4,urn:cite:fuSyntax:0085003sentences.2897325,5461,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897325_2,ἔσχατοσ
αὐτῷ,urn:cite:fuSyntax:0085003tokens.2897325_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:847.3,urn:cite:fuSyntax:0085003sentences.2897325,5466,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897325_10,αὐτόσ
ἔμφρονα,urn:cite:fuSyntax:0085003tokens.2897326_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:848.6,urn:cite:fuSyntax:0085003sentences.2897326,5476,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897326_5,ἔμφρων1
ἀταρβεῖ,urn:cite:fuSyntax:0085003tokens.2897326_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:849.2,urn:cite:fuSyntax:0085003sentences.2897326,5478,a-s---fd-,urn:cite:fuSyntax:0085003tokens.2897326_9,ἀταρβήσ
μόνον,urn:cite:fuSyntax:0085003tokens.2897326_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:849.6,urn:cite:fuSyntax:0085003sentences.2897326,5482,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897326_11,μόνοσ
ἐπώνυμον,urn:cite:fuSyntax:0085003tokens.2897327_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:850.1,urn:cite:fuSyntax:0085003sentences.2897327,5484,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897327_8,ἐπώνυμοσ
κελαινὸν,urn:cite:fuSyntax:0085003tokens.2897327_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:851.2,urn:cite:fuSyntax:0085003sentences.2897327,5490,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897327_8,κελαινόσ
ὅσην,urn:cite:fuSyntax:0085003tokens.2897327_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:852.1,urn:cite:fuSyntax:0085003sentences.2897327,5495,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897327_15,ὅσοσ
πλατύρρους,urn:cite:fuSyntax:0085003tokens.2897327_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:852.2,urn:cite:fuSyntax:0085003sentences.2897327,5496,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897327_14,πλατύρροοσ
πέμπτη,urn:cite:fuSyntax:0085003tokens.2897328_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:853.1,urn:cite:fuSyntax:0085003sentences.2897328,5501,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897328_5,πέμπτοσ
αὐτοῦ,urn:cite:fuSyntax:0085003tokens.2897328_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:853.4,urn:cite:fuSyntax:0085003sentences.2897328,5504,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897328_3,αὐτόσ
ἑκοῦσ᾽,urn:cite:fuSyntax:0085003tokens.2897328_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:854.5,urn:cite:fuSyntax:0085003sentences.2897328,5511,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897328_12,ἑκών1
θηλύσπορος,urn:cite:fuSyntax:0085003tokens.2897328_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:855.1,urn:cite:fuSyntax:0085003sentences.2897328,5513,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897328_5,θηλύσποροσ
συγγενῆ,urn:cite:fuSyntax:0085003tokens.2897328_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:855.4,urn:cite:fuSyntax:0085003sentences.2897328,5516,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897328_17,συγγενήσ
θηρασίμους,urn:cite:fuSyntax:0085003tokens.2897329_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:858.4,urn:cite:fuSyntax:0085003sentences.2897329,5534,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897329_16,θηράσιμοσ
Πελασγία,urn:cite:fuSyntax:0085003tokens.2897330_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:860.1,urn:cite:fuSyntax:0085003sentences.2897330,5543,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897330_3,Πελασγικόσ
θηλυκτόνῳ,urn:cite:fuSyntax:0085003tokens.2897330_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:860.4,urn:cite:fuSyntax:0085003sentences.2897330,5546,a-s---md-,urn:cite:fuSyntax:0085003tokens.2897330_5,θηλυκτόνοσ
νυκτιφρουρήτῳ,urn:cite:fuSyntax:0085003tokens.2897330_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:861.4,urn:cite:fuSyntax:0085003sentences.2897330,5550,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897330_9,νυκτιφρούρητοσ
ἕκαστον,urn:cite:fuSyntax:0085003tokens.2897331_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:862.4,urn:cite:fuSyntax:0085003sentences.2897331,5556,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897331_3,ἕκαστοσ
δίθηκτον,urn:cite:fuSyntax:0085003tokens.2897331_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:863.1,urn:cite:fuSyntax:0085003sentences.2897331,5560,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897331_12,δίθηκτοσ
ἐχθροὺς,urn:cite:fuSyntax:0085003tokens.2897332_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:864.3,urn:cite:fuSyntax:0085003sentences.2897332,5568,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897332_2,ἐχθρόσ
ἐμοὺς,urn:cite:fuSyntax:0085003tokens.2897332_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:864.5,urn:cite:fuSyntax:0085003sentences.2897332,5570,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897332_3,ἐμόσ
μίαν,urn:cite:fuSyntax:0085003tokens.2897333_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:865.1,urn:cite:fuSyntax:0085003sentences.2897333,5574,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897333_5,εἷσ
θάτερον,urn:cite:fuSyntax:0085003tokens.2897334_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:867.5,urn:cite:fuSyntax:0085003sentences.2897334,5590,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897334_4,ἕτεροσ
μιαιφόνος,urn:cite:fuSyntax:0085003tokens.2897334_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:868.5,urn:cite:fuSyntax:0085003sentences.2897334,5597,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897334_9,μιαιφόνοσ
αὕτη,urn:cite:fuSyntax:0085003tokens.2897335_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:869.1,urn:cite:fuSyntax:0085003sentences.2897335,5599,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897335_5,οὗτοσ
βασιλικὸν,urn:cite:fuSyntax:0085003tokens.2897335_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:869.4,urn:cite:fuSyntax:0085003sentences.2897335,5602,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897335_6,βασιλικόσ
μακροῦ,urn:cite:fuSyntax:0085003tokens.2897336_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:870.1,urn:cite:fuSyntax:0085003sentences.2897336,5606,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897336_2,μακρόσ
ταῦτ᾽,urn:cite:fuSyntax:0085003tokens.2897336_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:870.4,urn:cite:fuSyntax:0085003sentences.2897336,5609,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897336_5,οὗτοσ
θρασὺς,urn:cite:fuSyntax:0085003tokens.2897337_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:871.7,urn:cite:fuSyntax:0085003sentences.2897337,5619,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897337_6,θρασύσ
κλεινός,urn:cite:fuSyntax:0085003tokens.2897337_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:872.2,urn:cite:fuSyntax:0085003sentences.2897337,5621,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897337_7,κλεινόσ
παλαιγενὴς,urn:cite:fuSyntax:0085003tokens.2897338_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:873.6,urn:cite:fuSyntax:0085003sentences.2897338,5633,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897338_5,παλαιγενήσ
ταῦτα,urn:cite:fuSyntax:0085003tokens.2897339_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:875.5,urn:cite:fuSyntax:0085003sentences.2897339,5644,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897339_9,οὗτοσ
μακροῦ,urn:cite:fuSyntax:0085003tokens.2897339_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:875.7,urn:cite:fuSyntax:0085003sentences.2897339,5646,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897339_8,μακρόσ
οὐδὲν,urn:cite:fuSyntax:0085003tokens.2897339_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:876.5,urn:cite:fuSyntax:0085003sentences.2897339,5652,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897339_15,οὐδείσ
φρενοπληγεῖς,urn:cite:fuSyntax:0085003tokens.2897340_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:878.6,urn:cite:fuSyntax:0085003sentences.2897340,5664,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897340_10,φρενοπληγήσ
ἄπυρος,urn:cite:fuSyntax:0085003tokens.2897340_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:880.3,urn:cite:fuSyntax:0085003sentences.2897340,5673,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897340_16,ἄπυροσ
μάργῳ,urn:cite:fuSyntax:0085003tokens.2897342_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:884.2,urn:cite:fuSyntax:0085003sentences.2897342,5692,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897342_11,μάργοσ
ἀκρατής,urn:cite:fuSyntax:0085003tokens.2897342_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:884.5,urn:cite:fuSyntax:0085003sentences.2897342,5695,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897342_9,ἀκρατήσ
θολεροὶ,urn:cite:fuSyntax:0085003tokens.2897343_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:885.1,urn:cite:fuSyntax:0085003sentences.2897343,5697,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897343_3,θολερόσ
στυγνῆς,urn:cite:fuSyntax:0085003tokens.2897343_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:886.1,urn:cite:fuSyntax:0085003sentences.2897343,5702,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897343_9,στυγνόσ
σοφὸς,urn:cite:fuSyntax:0085003tokens.2897344_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:887.2,urn:cite:fuSyntax:0085003sentences.2897344,5708,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897344_4,σοφόσ
σοφὸς,urn:cite:fuSyntax:0085003tokens.2897344_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:887.4,urn:cite:fuSyntax:0085003sentences.2897344,5710,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897344_0,σοφόσ
πρῶτος,urn:cite:fuSyntax:0085003tokens.2897344_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:888.1,urn:cite:fuSyntax:0085003sentences.2897344,5713,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897344_6,πρῶτοσ
ἑαυτὸν,urn:cite:fuSyntax:0085003tokens.2897344_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:890.5,urn:cite:fuSyntax:0085003sentences.2897344,5728,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897344_21,ἑαυτοῦ1
μακρῷ,urn:cite:fuSyntax:0085003tokens.2897344_24,urn:cts:greekLit:tlg0085.tlg003.fuSyn:890.7,urn:cite:fuSyntax:0085003sentences.2897344,5730,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897344_23,μακρόσ
δυσπλάνοις,urn:cite:fuSyntax:0085003tokens.2897347_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:900.1,urn:cite:fuSyntax:0085003sentences.2897347,5778,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2897347_10,δύσπλανοσ
ὁμαλὸς,urn:cite:fuSyntax:0085003tokens.2897348_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:901.5,urn:cite:fuSyntax:0085003sentences.2897348,5787,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897348_3,ὁμαλόσ
ἄφοβος,urn:cite:fuSyntax:0085003tokens.2897348_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:902.1,urn:cite:fuSyntax:0085003sentences.2897348,5791,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897348_0,ἄφοβοσ
κρεισσόνων,urn:cite:fuSyntax:0085003tokens.2897350_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:902.8,urn:cite:fuSyntax:0085003sentences.2897350,5798,a-p---mgc,urn:cite:fuSyntax:0085003tokens.2897350_6,κρείσσων
ἄφυκτον,urn:cite:fuSyntax:0085003tokens.2897350_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:903.2,urn:cite:fuSyntax:0085003sentences.2897350,5801,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897350_9,ἄφυκτοσ
ἀπόλεμος,urn:cite:fuSyntax:0085003tokens.2897351_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:904.1,urn:cite:fuSyntax:0085003sentences.2897351,5806,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897351_6,ἀπόλεμοσ
ἄπορα,urn:cite:fuSyntax:0085003tokens.2897351_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:904.7,urn:cite:fuSyntax:0085003sentences.2897351,5812,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897351_8,ἄποροσ
πόριμος,urn:cite:fuSyntax:0085003tokens.2897351_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:904.8,urn:cite:fuSyntax:0085003sentences.2897351,5813,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897351_6,πόριμοσ
αὐθάδης,urn:cite:fuSyntax:0085003tokens.2897354_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:907.7,urn:cite:fuSyntax:0085003sentences.2897354,5838,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897354_4,αὐθάδησ
ταπεινός,urn:cite:fuSyntax:0085003tokens.2897354_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:908.2,urn:cite:fuSyntax:0085003sentences.2897354,5842,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897354_10,ταπεινόσ
οἷον,urn:cite:fuSyntax:0085003tokens.2897354_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:908.4,urn:cite:fuSyntax:0085003sentences.2897354,5844,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897354_15,οἷοσ
αὐτὸν,urn:cite:fuSyntax:0085003tokens.2897354_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:909.5,urn:cite:fuSyntax:0085003sentences.2897354,5850,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897354_25,αὐτόσ
ἄιστον,urn:cite:fuSyntax:0085003tokens.2897354_24,urn:cts:greekLit:tlg0085.tlg003.fuSyn:910.3,urn:cite:fuSyntax:0085003sentences.2897354,5855,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897354_19,ἄιστοσ
δηναιῶν,urn:cite:fuSyntax:0085003tokens.2897355_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:912.4,urn:cite:fuSyntax:0085003sentences.2897355,5870,a-p---ng-,urn:cite:fuSyntax:0085003tokens.2897355_14,δηναιόσ
οὐδεὶς,urn:cite:fuSyntax:0085003tokens.2897356_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:913.4,urn:cite:fuSyntax:0085003sentences.2897356,5876,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897356_6,οὐδείς
αὐτῷ,urn:cite:fuSyntax:0085003tokens.2897356_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:914.3,urn:cite:fuSyntax:0085003sentences.2897356,5880,a-s---md-,urn:cite:fuSyntax:0085003tokens.2897356_11,αὐτόσ
ἐμοῦ,urn:cite:fuSyntax:0085003tokens.2897356_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:914.5,urn:cite:fuSyntax:0085003sentences.2897356,5882,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897356_9,ἐμόσ
ταῦτά,urn:cite:fuSyntax:0085003tokens.2897358_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:915.8,urn:cite:fuSyntax:0085003sentences.2897358,5893,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897358_1,οὗτοσ
πεδαρσίοις,urn:cite:fuSyntax:0085003tokens.2897358_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:916.4,urn:cite:fuSyntax:0085003sentences.2897358,5898,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897358_8,πεδάρσιοσ
πιστός,urn:cite:fuSyntax:0085003tokens.2897358_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:917.1,urn:cite:fuSyntax:0085003sentences.2897358,5900,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897358_12,πιστός
πύρπνουν,urn:cite:fuSyntax:0085003tokens.2897358_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:917.7,urn:cite:fuSyntax:0085003sentences.2897358,5906,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897358_16,πύρπνουσ
οὐδὲν,urn:cite:fuSyntax:0085003tokens.2897359_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:918.1,urn:cite:fuSyntax:0085003sentences.2897359,5909,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897359_5,οὐδείσ
αὐτῷ,urn:cite:fuSyntax:0085003tokens.2897359_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:918.3,urn:cite:fuSyntax:0085003sentences.2897359,5911,a-s---md-,urn:cite:fuSyntax:0085003tokens.2897359_5,αὐτόσ
ταῦτ᾽,urn:cite:fuSyntax:0085003tokens.2897359_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:918.4,urn:cite:fuSyntax:0085003sentences.2897359,5912,a-p---nn-,urn:cite:fuSyntax:0085003tokens.2897359_5,οὗτοσ
ἀνασχετά,urn:cite:fuSyntax:0085003tokens.2897359_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:919.5,urn:cite:fuSyntax:0085003sentences.2897359,5921,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897359_11,ἀνσχετόσ
τοῖον,urn:cite:fuSyntax:0085003tokens.2897360_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:920.1,urn:cite:fuSyntax:0085003sentences.2897360,5923,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897360_2,τοῖοσ
αὐτὸς,urn:cite:fuSyntax:0085003tokens.2897360_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:921.2,urn:cite:fuSyntax:0085003sentences.2897360,5928,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897360_4,αὐτόσ
αὑτῷ,urn:cite:fuSyntax:0085003tokens.2897360_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:921.3,urn:cite:fuSyntax:0085003sentences.2897360,5929,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897360_5,ἑαυτοῦ1
δυσμαχώτατον,urn:cite:fuSyntax:0085003tokens.2897360_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:921.5,urn:cite:fuSyntax:0085003sentences.2897360,5931,a-s---nas,urn:cite:fuSyntax:0085003tokens.2897360_10,δύσμαχοσ
κρείσσον᾽,urn:cite:fuSyntax:0085003tokens.2897361_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:922.4,urn:cite:fuSyntax:0085003sentences.2897361,5937,a-s---fac,urn:cite:fuSyntax:0085003tokens.2897361_6,κρείσσων1
καρτερὸν,urn:cite:fuSyntax:0085003tokens.2897361_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:923.4,urn:cite:fuSyntax:0085003sentences.2897361,5944,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897361_12,καρτερόσ
κακῷ,urn:cite:fuSyntax:0085003tokens.2897363_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:926.5,urn:cite:fuSyntax:0085003sentences.2897363,5964,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897363_4,κακόσ
ὅσον,urn:cite:fuSyntax:0085003tokens.2897363_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:927.1,urn:cite:fuSyntax:0085003sentences.2897363,5966,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897363_14,ὅσοσ
ταῦτ᾽,urn:cite:fuSyntax:0085003tokens.2897364_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:928.6,urn:cite:fuSyntax:0085003sentences.2897364,5980,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897364_7,οὗτοσ
δυσλοφωτέρους,urn:cite:fuSyntax:0085003tokens.2897367_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:931.6,urn:cite:fuSyntax:0085003sentences.2897367,6005,a-p---mac,urn:cite:fuSyntax:0085003tokens.2897367_7,δύσλοφοσ
μόρσιμον,urn:cite:fuSyntax:0085003tokens.2897369_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:933.8,urn:cite:fuSyntax:0085003sentences.2897369,6023,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897369_4,μόρσιμοσ
ἀλγίω,urn:cite:fuSyntax:0085003tokens.2897370_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:934.7,urn:cite:fuSyntax:0085003sentences.2897370,6031,a-s---mac,urn:cite:fuSyntax:0085003tokens.2897370_2,ἀλγίων1
πάντα,urn:cite:fuSyntax:0085003tokens.2897372_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:935.6,urn:cite:fuSyntax:0085003sentences.2897372,6039,a-p---nn-,urn:cite:fuSyntax:0085003tokens.2897372_0,πᾶσ
προσδοκητά,urn:cite:fuSyntax:0085003tokens.2897372_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:935.7,urn:cite:fuSyntax:0085003sentences.2897372,6040,a-p---nn-,urn:cite:fuSyntax:0085003tokens.2897372_0,προσδοκητόσ
σοφοί,urn:cite:fuSyntax:0085003tokens.2897373_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:936.5,urn:cite:fuSyntax:0085003sentences.2897373,6047,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897373_0,σοφόσ
ἔλασσον,urn:cite:fuSyntax:0085003tokens.2897375_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:938.3,urn:cite:fuSyntax:0085003sentences.2897375,6060,a-s---nac,urn:cite:fuSyntax:0085003tokens.2897375_7,ἐλάσσων1
βραχὺν,urn:cite:fuSyntax:0085003tokens.2897376_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:939.6,urn:cite:fuSyntax:0085003sentences.2897376,6071,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897376_7,βραχύσ
δαρὸν,urn:cite:fuSyntax:0085003tokens.2897377_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:940.4,urn:cite:fuSyntax:0085003sentences.2897377,6077,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897377_4,δηρόσ
νέου,urn:cite:fuSyntax:0085003tokens.2897378_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:942.5,urn:cite:fuSyntax:0085003sentences.2897378,6095,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897378_11,νέοσ
καινὸν,urn:cite:fuSyntax:0085003tokens.2897379_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:943.3,urn:cite:fuSyntax:0085003sentences.2897379,6100,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897379_2,καινόσ
ὑπέρπικρον,urn:cite:fuSyntax:0085003tokens.2897380_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:944.7,urn:cite:fuSyntax:0085003sentences.2897380,6110,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897380_16,ὑπέρπικροσ
ἐφημέροις,urn:cite:fuSyntax:0085003tokens.2897380_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:945.5,urn:cite:fuSyntax:0085003sentences.2897380,6116,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897380_14,ἐφήμεροσ
