SEQ	TOKENURN	POS	HEAD	LEMMA
5485	urn:cite:fuSyntax:0085003tokens.2897327_2	g--------	urn:cite:fuSyntax:0085003tokens.2897327_0	δέ1
5486	urn:cite:fuSyntax:0085003tokens.2897327_3	l-p---ng-	urn:cite:fuSyntax:0085003tokens.2897327_5	ὁ1
5487	urn:cite:fuSyntax:0085003tokens.2897327_4	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897327_5	Ζεύσ
5488	urn:cite:fuSyntax:0085003tokens.2897327_5	n-p---ng-	urn:cite:fuSyntax:0085003tokens.2897327_1	γέννημα1
5489	urn:cite:fuSyntax:0085003tokens.2897327_6	v2sfia---	urn:cite:fuSyntax:0085003tokens.2897327_2	τίκτω1
5490	urn:cite:fuSyntax:0085003tokens.2897327_7	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2897327_8	κελαινόσ
5491	urn:cite:fuSyntax:0085003tokens.2897327_8	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897327_6	Ἔπαφοσ
5492	urn:cite:fuSyntax:0085003tokens.2897327_9	u--------	urn:cite:fuSyntax:0085003tokens.2897327_11	ξομμα1
5493	urn:cite:fuSyntax:0085003tokens.2897327_10	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897327_11	ὅσ
5494	urn:cite:fuSyntax:0085003tokens.2897327_11	v3sfim---	urn:cite:fuSyntax:0085003tokens.2897327_8	καρπόω1
5495	urn:cite:fuSyntax:0085003tokens.2897327_12	a-s---fa-	urn:cite:fuSyntax:0085003tokens.2897327_15	ὅσοσ
5496	urn:cite:fuSyntax:0085003tokens.2897327_13	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897327_14	πλατύρροοσ
5497	urn:cite:fuSyntax:0085003tokens.2897327_14	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897327_15	Νεῖλοσ
5498	urn:cite:fuSyntax:0085003tokens.2897327_15	v3spia---	urn:cite:fuSyntax:0085003tokens.2897327_16	ἀρδεύω1
5499	urn:cite:fuSyntax:0085003tokens.2897327_16	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897327_11	χθών1
5500	urn:cite:fuSyntax:0085003tokens.2897327_17	u--------	urn:cite:fuSyntax:0085003tokens.2897327_0	πυνξ1
5501	urn:cite:fuSyntax:0085003tokens.2897328_1	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897328_5	πέμπτοσ
5502	urn:cite:fuSyntax:0085003tokens.2897328_2	g--------	urn:cite:fuSyntax:0085003tokens.2897328_0	δέ1
5503	urn:cite:fuSyntax:0085003tokens.2897328_3	r--------	urn:cite:fuSyntax:0085003tokens.2897328_1	ἀπό1
5504	urn:cite:fuSyntax:0085003tokens.2897328_4	a-s---mg-	urn:cite:fuSyntax:0085003tokens.2897328_3	αὐτόσ
5505	urn:cite:fuSyntax:0085003tokens.2897328_5	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897328_12	γέννα1
5506	urn:cite:fuSyntax:0085003tokens.2897328_6	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897328_5	πεντηκοντάπαισ
5507	urn:cite:fuSyntax:0085003tokens.2897328_7	d--------	urn:cite:fuSyntax:0085003tokens.2897328_12	πάλιν1
5508	urn:cite:fuSyntax:0085003tokens.2897328_8	r--------	urn:cite:fuSyntax:0085003tokens.2897328_12	πρόσ
5509	urn:cite:fuSyntax:0085003tokens.2897328_9	n-s---na-	urn:cite:fuSyntax:0085003tokens.2897328_8	Ἄργοσ
5510	urn:cite:fuSyntax:0085003tokens.2897328_10	d--------	urn:cite:fuSyntax:0085003tokens.2897328_11	οὐ1
5511	urn:cite:fuSyntax:0085003tokens.2897328_11	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897328_12	ἑκών1
5512	urn:cite:fuSyntax:0085003tokens.2897328_12	v3sfi----	urn:cite:fuSyntax:0085003tokens.2897328_2	ἔρχομαι1
5513	urn:cite:fuSyntax:0085003tokens.2897328_13	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897328_5	θηλύσποροσ
5514	urn:cite:fuSyntax:0085003tokens.2897328_14	u--------	urn:cite:fuSyntax:0085003tokens.2897328_15	ξομμα1
5515	urn:cite:fuSyntax:0085003tokens.2897328_15	t-sppafn-	urn:cite:fuSyntax:0085003tokens.2897328_12	φεύγω1
5516	urn:cite:fuSyntax:0085003tokens.2897328_16	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2897328_17	συγγενήσ
5517	urn:cite:fuSyntax:0085003tokens.2897328_17	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897328_15	γάμοσ
5518	urn:cite:fuSyntax:0085003tokens.2897328_18	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897328_17	ἀνεψιόσ
5519	urn:cite:fuSyntax:0085003tokens.2897328_19	u--------	urn:cite:fuSyntax:0085003tokens.2897328_0	πυνξ1
5520	urn:cite:fuSyntax:0085003tokens.2897329_1	p-p---mn-	urn:cite:fuSyntax:0085003tokens.2897329_5	ὁ1
5521	urn:cite:fuSyntax:0085003tokens.2897329_2	g--------	urn:cite:fuSyntax:0085003tokens.2897329_19	δέ1
5522	urn:cite:fuSyntax:0085003tokens.2897329_3	t-prpemn-	urn:cite:fuSyntax:0085003tokens.2897329_1	πτοέω1
5523	urn:cite:fuSyntax:0085003tokens.2897329_4	n-p---ma-	urn:cite:fuSyntax:0085003tokens.2897329_3	φρήν1
5524	urn:cite:fuSyntax:0085003tokens.2897329_5	u--------	urn:cite:fuSyntax:0085003tokens.2897329_12	ξομμα1
5525	urn:cite:fuSyntax:0085003tokens.2897329_6	n-p---mn-	urn:cite:fuSyntax:0085003tokens.2897329_5	κίρκοσ
5526	urn:cite:fuSyntax:0085003tokens.2897329_7	n-p---fg-	urn:cite:fuSyntax:0085003tokens.2897329_10	πέλεια1
5527	urn:cite:fuSyntax:0085003tokens.2897329_8	d--------	urn:cite:fuSyntax:0085003tokens.2897329_9	οὐ1
5528	urn:cite:fuSyntax:0085003tokens.2897329_9	d--------	urn:cite:fuSyntax:0085003tokens.2897329_10	μακράν1
5529	urn:cite:fuSyntax:0085003tokens.2897329_10	t-prpemn-	urn:cite:fuSyntax:0085003tokens.2897329_6	λείπω1
5530	urn:cite:fuSyntax:0085003tokens.2897329_11	u--------	urn:cite:fuSyntax:0085003tokens.2897329_5	ξομμα1
5531	urn:cite:fuSyntax:0085003tokens.2897329_12	v3pfia---	urn:cite:fuSyntax:0085003tokens.2897329_19	ἥκω1
5532	urn:cite:fuSyntax:0085003tokens.2897329_13	t-pppamn-	urn:cite:fuSyntax:0085003tokens.2897329_12	θηρεύω1
5533	urn:cite:fuSyntax:0085003tokens.2897329_14	d--------	urn:cite:fuSyntax:0085003tokens.2897329_15	οὐ1
5534	urn:cite:fuSyntax:0085003tokens.2897329_15	a-p---ma-	urn:cite:fuSyntax:0085003tokens.2897329_16	θηράσιμοσ
5535	urn:cite:fuSyntax:0085003tokens.2897329_16	n-p---ma-	urn:cite:fuSyntax:0085003tokens.2897329_13	γάμοσ
5536	urn:cite:fuSyntax:0085003tokens.2897329_17	u--------	urn:cite:fuSyntax:0085003tokens.2897329_19	ξομμα1
5537	urn:cite:fuSyntax:0085003tokens.2897329_18	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897329_21	φθόνοσ
5538	urn:cite:fuSyntax:0085003tokens.2897329_19	g--------	urn:cite:fuSyntax:0085003tokens.2897329_0	δέ1
5539	urn:cite:fuSyntax:0085003tokens.2897329_20	n-p---ng-	urn:cite:fuSyntax:0085003tokens.2897329_18	σῶμα1
5540	urn:cite:fuSyntax:0085003tokens.2897329_21	v3sfia---	urn:cite:fuSyntax:0085003tokens.2897329_19	ἔχω1
5541	urn:cite:fuSyntax:0085003tokens.2897329_22	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897329_21	θεόσ
5542	urn:cite:fuSyntax:0085003tokens.2897329_23	u--------	urn:cite:fuSyntax:0085003tokens.2897329_0	πυνξ1
5543	urn:cite:fuSyntax:0085003tokens.2897330_1	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897330_3	Πελασγικόσ
5544	urn:cite:fuSyntax:0085003tokens.2897330_2	g--------	urn:cite:fuSyntax:0085003tokens.2897330_0	δέ1
5545	urn:cite:fuSyntax:0085003tokens.2897330_3	v3sfim---	urn:cite:fuSyntax:0085003tokens.2897330_2	δέχομαι1
5546	urn:cite:fuSyntax:0085003tokens.2897330_4	a-s---md-	urn:cite:fuSyntax:0085003tokens.2897330_5	θηλυκτόνοσ
5547	urn:cite:fuSyntax:0085003tokens.2897330_5	n-s---md-	urn:cite:fuSyntax:0085003tokens.2897330_7	Ἄρησ
5548	urn:cite:fuSyntax:0085003tokens.2897330_6	u--------	urn:cite:fuSyntax:0085003tokens.2897330_7	ξομμα1
5549	urn:cite:fuSyntax:0085003tokens.2897330_7	t-pappmg-	urn:cite:fuSyntax:0085003tokens.2897330_3	δαμάζω1
5550	urn:cite:fuSyntax:0085003tokens.2897330_8	a-s---nd-	urn:cite:fuSyntax:0085003tokens.2897330_9	νυκτιφρούρητοσ
5551	urn:cite:fuSyntax:0085003tokens.2897330_9	n-s---nd-	urn:cite:fuSyntax:0085003tokens.2897330_7	θράσοσ
5552	urn:cite:fuSyntax:0085003tokens.2897330_10	u--------	urn:cite:fuSyntax:0085003tokens.2897330_0	περιοδ1
5553	urn:cite:fuSyntax:0085003tokens.2897331_1	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897331_6	γυνή1
5554	urn:cite:fuSyntax:0085003tokens.2897331_2	g--------	urn:cite:fuSyntax:0085003tokens.2897331_6	γάρ1
5555	urn:cite:fuSyntax:0085003tokens.2897331_3	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897331_6	ἀνήρ1
5556	urn:cite:fuSyntax:0085003tokens.2897331_4	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2897331_3	ἕκαστοσ
5557	urn:cite:fuSyntax:0085003tokens.2897331_5	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897331_6	αἰών1
5558	urn:cite:fuSyntax:0085003tokens.2897331_6	v3sfia---	urn:cite:fuSyntax:0085003tokens.2897331_0	στερέω1
5559	urn:cite:fuSyntax:0085003tokens.2897331_7	u--------	urn:cite:fuSyntax:0085003tokens.2897331_11	ξομμα1
5560	urn:cite:fuSyntax:0085003tokens.2897331_8	a-s---na-	urn:cite:fuSyntax:0085003tokens.2897331_12	δίθηκτοσ
5561	urn:cite:fuSyntax:0085003tokens.2897331_9	r--------	urn:cite:fuSyntax:0085003tokens.2897331_11	ἐν1
5562	urn:cite:fuSyntax:0085003tokens.2897331_10	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2897331_9	σφαγή1
5563	urn:cite:fuSyntax:0085003tokens.2897331_11	t-sapafn-	urn:cite:fuSyntax:0085003tokens.2897331_6	βάπτω1
5564	urn:cite:fuSyntax:0085003tokens.2897331_12	n-s---na-	urn:cite:fuSyntax:0085003tokens.2897331_11	ξίφοσ
5565	urn:cite:fuSyntax:0085003tokens.2897331_13	u--------	urn:cite:fuSyntax:0085003tokens.2897331_0	πυνξ1
5566	urn:cite:fuSyntax:0085003tokens.2897332_1	p-s---fn-	urn:cite:fuSyntax:0085003tokens.2897332_7	τοιόσδε1
5567	urn:cite:fuSyntax:0085003tokens.2897332_2	r--------	urn:cite:fuSyntax:0085003tokens.2897332_6	ἐπί1
5568	urn:cite:fuSyntax:0085003tokens.2897332_3	a-p---ma-	urn:cite:fuSyntax:0085003tokens.2897332_2	ἐχθρόσ
5569	urn:cite:fuSyntax:0085003tokens.2897332_4	l-p---ma-	urn:cite:fuSyntax:0085003tokens.2897332_3	ὁ1
5570	urn:cite:fuSyntax:0085003tokens.2897332_5	a-p---ma-	urn:cite:fuSyntax:0085003tokens.2897332_3	ἐμόσ
5571	urn:cite:fuSyntax:0085003tokens.2897332_6	v3saoa---	urn:cite:fuSyntax:0085003tokens.2897332_0	ἔρχομαι1
5572	urn:cite:fuSyntax:0085003tokens.2897332_7	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897332_6	Κύπρισ
5573	urn:cite:fuSyntax:0085003tokens.2897332_8	u--------	urn:cite:fuSyntax:0085003tokens.2897332_0	περιοδ1
5574	urn:cite:fuSyntax:0085003tokens.2897333_1	a-s---fa-	urn:cite:fuSyntax:0085003tokens.2897333_5	εἷσ
5575	urn:cite:fuSyntax:0085003tokens.2897333_2	g--------	urn:cite:fuSyntax:0085003tokens.2897333_5	δέ1
5576	urn:cite:fuSyntax:0085003tokens.2897333_3	n-p---fg-	urn:cite:fuSyntax:0085003tokens.2897333_1	παῖσ
5577	urn:cite:fuSyntax:0085003tokens.2897333_4	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897333_5	ἵμεροσ
5578	urn:cite:fuSyntax:0085003tokens.2897333_5	v3sfia---	urn:cite:fuSyntax:0085003tokens.2897333_11	θέλγω1
5579	urn:cite:fuSyntax:0085003tokens.2897333_6	l-s---na-	urn:cite:fuSyntax:0085003tokens.2897333_8	ὁ1
5580	urn:cite:fuSyntax:0085003tokens.2897333_7	c--------	urn:cite:fuSyntax:0085003tokens.2897333_8	μή1
5581	urn:cite:fuSyntax:0085003tokens.2897333_8	v--ana---	urn:cite:fuSyntax:0085003tokens.2897333_5	κτείνω1
5582	urn:cite:fuSyntax:0085003tokens.2897333_9	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897333_8	σύνευνοσ
5583	urn:cite:fuSyntax:0085003tokens.2897333_10	u--------	urn:cite:fuSyntax:0085003tokens.2897333_11	ξομμα1
5584	urn:cite:fuSyntax:0085003tokens.2897333_11	d--------	urn:cite:fuSyntax:0085003tokens.2897333_0	ἀλλά1
5585	urn:cite:fuSyntax:0085003tokens.2897333_12	v3sfip---	urn:cite:fuSyntax:0085003tokens.2897333_11	ἀπαμβλύνω1
5586	urn:cite:fuSyntax:0085003tokens.2897333_13	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897333_12	γνώμη1
5587	urn:cite:fuSyntax:0085003tokens.2897333_14	u--------	urn:cite:fuSyntax:0085003tokens.2897333_0	πυνξ1
5588	urn:cite:fuSyntax:0085003tokens.2897334_1	m--------	urn:cite:fuSyntax:0085003tokens.2897334_3	δύο1
5589	urn:cite:fuSyntax:0085003tokens.2897334_2	g--------	urn:cite:fuSyntax:0085003tokens.2897334_4	δέ1
5590	urn:cite:fuSyntax:0085003tokens.2897334_3	a-s---na-	urn:cite:fuSyntax:0085003tokens.2897334_4	ἕτεροσ
5591	urn:cite:fuSyntax:0085003tokens.2897334_4	v3sfim---	urn:cite:fuSyntax:0085003tokens.2897334_0	βούλομαι1
5592	urn:cite:fuSyntax:0085003tokens.2897334_5	u--------	urn:cite:fuSyntax:0085003tokens.2897334_6	ξομμα1
5593	urn:cite:fuSyntax:0085003tokens.2897334_6	v--pna---	urn:cite:fuSyntax:0085003tokens.2897334_3	κλύω1
5594	urn:cite:fuSyntax:0085003tokens.2897334_7	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897334_6	ἄναλκισ
5595	urn:cite:fuSyntax:0085003tokens.2897334_8	d--------	urn:cite:fuSyntax:0085003tokens.2897334_7	μᾶλλον1
5596	urn:cite:fuSyntax:0085003tokens.2897334_9	c--------	urn:cite:fuSyntax:0085003tokens.2897334_8	ἤ1
5597	urn:cite:fuSyntax:0085003tokens.2897334_10	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897334_9	μιαιφόνοσ
5598	urn:cite:fuSyntax:0085003tokens.2897334_11	u--------	urn:cite:fuSyntax:0085003tokens.2897334_0	πυνξ1
5599	urn:cite:fuSyntax:0085003tokens.2897335_1	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897335_5	οὗτοσ
5600	urn:cite:fuSyntax:0085003tokens.2897335_2	r--------	urn:cite:fuSyntax:0085003tokens.2897335_5	κατά1
5601	urn:cite:fuSyntax:0085003tokens.2897335_3	n-s---na-	urn:cite:fuSyntax:0085003tokens.2897335_2	Ἄργοσ
5602	urn:cite:fuSyntax:0085003tokens.2897335_4	a-s---na-	urn:cite:fuSyntax:0085003tokens.2897335_6	βασιλικόσ
5603	urn:cite:fuSyntax:0085003tokens.2897335_5	v3sfia---	urn:cite:fuSyntax:0085003tokens.2897335_0	τίκτω1
5604	urn:cite:fuSyntax:0085003tokens.2897335_6	n-s---na-	urn:cite:fuSyntax:0085003tokens.2897335_5	γένοσ
5605	urn:cite:fuSyntax:0085003tokens.2897335_7	u--------	urn:cite:fuSyntax:0085003tokens.2897335_0	περιοδ1
5606	urn:cite:fuSyntax:0085003tokens.2897336_1	a-s---mg-	urn:cite:fuSyntax:0085003tokens.2897336_2	μακρόσ
5607	urn:cite:fuSyntax:0085003tokens.2897336_2	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897336_3	λόγοσ
5608	urn:cite:fuSyntax:0085003tokens.2897336_3	v3spia---	urn:cite:fuSyntax:0085003tokens.2897336_0	δέω2
5609	urn:cite:fuSyntax:0085003tokens.2897336_4	a-p---na-	urn:cite:fuSyntax:0085003tokens.2897336_5	οὗτοσ
5610	urn:cite:fuSyntax:0085003tokens.2897336_5	v--ana---	urn:cite:fuSyntax:0085003tokens.2897336_3	ἐπεξέρχομαι1
5611	urn:cite:fuSyntax:0085003tokens.2897336_6	d--------	urn:cite:fuSyntax:0085003tokens.2897336_5	τορόσ
5612	urn:cite:fuSyntax:0085003tokens.2897336_7	u--------	urn:cite:fuSyntax:0085003tokens.2897336_0	περιοδ1
5613	urn:cite:fuSyntax:0085003tokens.2897337_1	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897337_4	σπορά1
5614	urn:cite:fuSyntax:0085003tokens.2897337_2	g--------	urn:cite:fuSyntax:0085003tokens.2897337_1	γε1
5615	urn:cite:fuSyntax:0085003tokens.2897337_3	g--------	urn:cite:fuSyntax:0085003tokens.2897337_6	μήν1
5616	urn:cite:fuSyntax:0085003tokens.2897337_4	r--------	urn:cite:fuSyntax:0085003tokens.2897337_6	ἐκ1
5617	urn:cite:fuSyntax:0085003tokens.2897337_5	p-s---fg-	urn:cite:fuSyntax:0085003tokens.2897337_1	ὅδε1
5618	urn:cite:fuSyntax:0085003tokens.2897337_6	v3sfim---	urn:cite:fuSyntax:0085003tokens.2897337_0	φύω1
5619	urn:cite:fuSyntax:0085003tokens.2897337_7	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897337_6	θρασύσ
5620	urn:cite:fuSyntax:0085003tokens.2897337_8	n-p---nd-	urn:cite:fuSyntax:0085003tokens.2897337_9	τόξον1
5621	urn:cite:fuSyntax:0085003tokens.2897337_9	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897337_7	κλεινόσ
5622	urn:cite:fuSyntax:0085003tokens.2897337_10	u--------	urn:cite:fuSyntax:0085003tokens.2897337_16	ξομμα1
5623	urn:cite:fuSyntax:0085003tokens.2897337_11	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897337_16	ὅσ
5624	urn:cite:fuSyntax:0085003tokens.2897337_12	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897337_13	πόνοσ
5625	urn:cite:fuSyntax:0085003tokens.2897337_13	r--------	urn:cite:fuSyntax:0085003tokens.2897337_16	ἐκ1
5626	urn:cite:fuSyntax:0085003tokens.2897337_14	p-p---mg-	urn:cite:fuSyntax:0085003tokens.2897337_12	ὅδε1
5627	urn:cite:fuSyntax:0085003tokens.2897337_15	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2897337_16	ἐγώ1
5628	urn:cite:fuSyntax:0085003tokens.2897337_16	v3sfia---	urn:cite:fuSyntax:0085003tokens.2897337_7	λύω1
5629	urn:cite:fuSyntax:0085003tokens.2897337_17	u--------	urn:cite:fuSyntax:0085003tokens.2897337_0	περιοδ1
5630	urn:cite:fuSyntax:0085003tokens.2897338_1	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2897338_2	τοιόσδε1
5631	urn:cite:fuSyntax:0085003tokens.2897338_2	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897338_7	χρησμόσ
5632	urn:cite:fuSyntax:0085003tokens.2897338_3	l-s---fn-	urn:cite:fuSyntax:0085003tokens.2897338_5	ὁ1
5633	urn:cite:fuSyntax:0085003tokens.2897338_4	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897338_5	παλαιγενήσ
5634	urn:cite:fuSyntax:0085003tokens.2897338_5	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897338_7	μήτηρ1
5635	urn:cite:fuSyntax:0085003tokens.2897338_6	p-s---md-	urn:cite:fuSyntax:0085003tokens.2897338_7	ἐγώ1
5636	urn:cite:fuSyntax:0085003tokens.2897338_7	v3saia---	urn:cite:fuSyntax:0085003tokens.2897338_0	διέρχομαι1
5637	urn:cite:fuSyntax:0085003tokens.2897338_8	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897338_9	Τιτανίσ
5638	urn:cite:fuSyntax:0085003tokens.2897338_9	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897338_7	θέμισ
5639	urn:cite:fuSyntax:0085003tokens.2897338_10	u--------	urn:cite:fuSyntax:0085003tokens.2897338_0	πυνξ1
5640	urn:cite:fuSyntax:0085003tokens.2897339_1	c--------	urn:cite:fuSyntax:0085003tokens.2897339_5	ὅπωσ
5641	urn:cite:fuSyntax:0085003tokens.2897339_2	g--------	urn:cite:fuSyntax:0085003tokens.2897339_6	δέ1
5642	urn:cite:fuSyntax:0085003tokens.2897339_3	d--------	urn:cite:fuSyntax:0085003tokens.2897339_5	ὅπη1
5643	urn:cite:fuSyntax:0085003tokens.2897339_4	u--------	urn:cite:fuSyntax:0085003tokens.2897339_5	ξομμα1
5644	urn:cite:fuSyntax:0085003tokens.2897339_5	a-p---na-	urn:cite:fuSyntax:0085003tokens.2897339_9	οὗτοσ
5645	urn:cite:fuSyntax:0085003tokens.2897339_6	v3spia---	urn:cite:fuSyntax:0085003tokens.2897339_12	δέω2
5646	urn:cite:fuSyntax:0085003tokens.2897339_7	a-s---mg-	urn:cite:fuSyntax:0085003tokens.2897339_8	μακρόσ
5647	urn:cite:fuSyntax:0085003tokens.2897339_8	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897339_6	λόγοσ
5648	urn:cite:fuSyntax:0085003tokens.2897339_9	v--ana---	urn:cite:fuSyntax:0085003tokens.2897339_6	εἶπον1
5649	urn:cite:fuSyntax:0085003tokens.2897339_10	u--------	urn:cite:fuSyntax:0085003tokens.2897339_12	ξομμα1
5650	urn:cite:fuSyntax:0085003tokens.2897339_11	p-s---fn-	urn:cite:fuSyntax:0085003tokens.2897339_15	σύ1
5651	urn:cite:fuSyntax:0085003tokens.2897339_12	g--------	urn:cite:fuSyntax:0085003tokens.2897339_0	τε1
5652	urn:cite:fuSyntax:0085003tokens.2897339_13	a-s---na-	urn:cite:fuSyntax:0085003tokens.2897339_15	οὐδείσ
5653	urn:cite:fuSyntax:0085003tokens.2897339_14	t-sapafn-	urn:cite:fuSyntax:0085003tokens.2897339_15	ἐκμανθάνω1
5654	urn:cite:fuSyntax:0085003tokens.2897339_15	v2sfia---	urn:cite:fuSyntax:0085003tokens.2897339_12	κερδαίνω1
5655	urn:cite:fuSyntax:0085003tokens.2897339_16	u--------	urn:cite:fuSyntax:0085003tokens.2897339_0	περιοδ1
5656	urn:cite:fuSyntax:0085003tokens.2897340_1	e--------	urn:cite:fuSyntax:0085003tokens.2897340_2	ἐλελεῦ1
5657	urn:cite:fuSyntax:0085003tokens.2897340_2	e--------	urn:cite:fuSyntax:0085003tokens.2897340_14	ἐλελεῦ1
5658	urn:cite:fuSyntax:0085003tokens.2897340_3	u--------	urn:cite:fuSyntax:0085003tokens.2897340_2	ξομμα1
5659	urn:cite:fuSyntax:0085003tokens.2897340_4	r--------	urn:cite:fuSyntax:0085003tokens.2897340_11	ὑπό1
5660	urn:cite:fuSyntax:0085003tokens.2897340_5	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2897340_11	ἐγώ1
5661	urn:cite:fuSyntax:0085003tokens.2897340_6	d--------	urn:cite:fuSyntax:0085003tokens.2897340_11	αὖ1
5662	urn:cite:fuSyntax:0085003tokens.2897340_7	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897340_8	σφάκελοσ
5663	urn:cite:fuSyntax:0085003tokens.2897340_8	c--------	urn:cite:fuSyntax:0085003tokens.2897340_11	καί1
5664	urn:cite:fuSyntax:0085003tokens.2897340_9	a-p---fn-	urn:cite:fuSyntax:0085003tokens.2897340_10	φρενοπληγήσ
5665	urn:cite:fuSyntax:0085003tokens.2897340_10	n-p---fn-	urn:cite:fuSyntax:0085003tokens.2897340_8	μανία1
5666	urn:cite:fuSyntax:0085003tokens.2897340_11	v3ppia---	urn:cite:fuSyntax:0085003tokens.2897340_14	θάλπω1
5667	urn:cite:fuSyntax:0085003tokens.2897340_12	u--------	urn:cite:fuSyntax:0085003tokens.2897340_14	ξομμα1
5668	urn:cite:fuSyntax:0085003tokens.2897340_13	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897340_15	οἶστροσ
5669	urn:cite:fuSyntax:0085003tokens.2897340_14	g--------	urn:cite:fuSyntax:0085003tokens.2897340_0	δέ1
5670	urn:cite:fuSyntax:0085003tokens.2897340_15	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897340_16	ἄρδισ
5671	urn:cite:fuSyntax:0085003tokens.2897340_16	v3spia---	urn:cite:fuSyntax:0085003tokens.2897340_14	χρίω1
5672	urn:cite:fuSyntax:0085003tokens.2897340_17	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2897340_16	ἐγώ1
5673	urn:cite:fuSyntax:0085003tokens.2897340_18	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897340_16	ἄπυροσ
5674	urn:cite:fuSyntax:0085003tokens.2897340_19	u--------	urn:cite:fuSyntax:0085003tokens.2897340_0	πυνξ1
5675	urn:cite:fuSyntax:0085003tokens.2897341_1	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897341_5	καρδία1
5676	urn:cite:fuSyntax:0085003tokens.2897341_2	g--------	urn:cite:fuSyntax:0085003tokens.2897341_0	δέ1
5677	urn:cite:fuSyntax:0085003tokens.2897341_3	n-s---md-	urn:cite:fuSyntax:0085003tokens.2897341_5	φόβοσ
5678	urn:cite:fuSyntax:0085003tokens.2897341_4	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897341_5	φρήν1
5679	urn:cite:fuSyntax:0085003tokens.2897341_5	v3spia---	urn:cite:fuSyntax:0085003tokens.2897341_2	λακτίζω1
5680	urn:cite:fuSyntax:0085003tokens.2897341_6	u--------	urn:cite:fuSyntax:0085003tokens.2897341_0	περιοδ1
5681	urn:cite:fuSyntax:0085003tokens.2897342_1	v3spie---	urn:cite:fuSyntax:0085003tokens.2897342_7	τροχοδινέομαι1
5682	urn:cite:fuSyntax:0085003tokens.2897342_2	g--------	urn:cite:fuSyntax:0085003tokens.2897342_7	δέ1
5683	urn:cite:fuSyntax:0085003tokens.2897342_3	n-p---nn-	urn:cite:fuSyntax:0085003tokens.2897342_1	ὄμμα1
5684	urn:cite:fuSyntax:0085003tokens.2897342_4	d--------	urn:cite:fuSyntax:0085003tokens.2897342_1	ἑλίγδην1
5685	urn:cite:fuSyntax:0085003tokens.2897342_5	u--------	urn:cite:fuSyntax:0085003tokens.2897342_7	ξομμα1
5686	urn:cite:fuSyntax:0085003tokens.2897342_6	d--------	urn:cite:fuSyntax:0085003tokens.2897342_9	ἔξω1
5687	urn:cite:fuSyntax:0085003tokens.2897342_7	g--------	urn:cite:fuSyntax:0085003tokens.2897342_0	δέ1
